substance_name,approval_countries
Nardostachys grandiflora,MYS
Glycyrrhiza uralensis stolon,AUS
Sodium formate,"FRA, UKR"
Leptadenia reticulata stalk,RUS
Spinacia oleracea leaf with stem,
Seproxetine hydrochloride,
Trigonella foenum-graecum,"ARE, AUS, AZE, BFA, BLR, CAN, DEU, ESP, EST, FRA, GEO, IDN, IND, IRN, ITA, JOR, KAZ, KGZ, KWT, LBN, LTU, LUX, LVA, MAR, MYS, NOR, NZL, PAK, RUS, SGP, SVN, THA, TJK, TUR, UKR, USA, UZB, ZAF"
Diclofenac sodium,"ARE, ARG, ARM, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CYP, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GHA, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MKD, MLT, MYS, NLD, NOR, NZL, OMN, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SLE, SLV, SRB, SVK, SVN, SWE, TGO, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, VNM, YUG, ZAF, ZMB, ZWE"
Strychnine hydrochloride,GBR
Stilbamidine isetionate,
MEDI 4920,
Metopon hydrochloride,
Dionaea muscipula whole plant,
Veralipride,"ARE, ARG, BEL, BRA, CHE, CHL, CIV, COL, DOM, ECU, EGY, ESP, FRA, ITA, KOR, LUX, MAR, MEX, PER, PRT, TUN, URY"
Threonine,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHN, COD, COL, CZE, DEU, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GHA, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VNM, ZAF, ZMB, ZWE"
Leucocytes,"BRA, CZE, SVK"
Myroxylon balsamum var. pereirae extract,"CHL, POL"
Iotrolan,"AUS, AUT, CHE, CHN, CZE, DEU, DNK, EGY, EST, FIN, FRA, GBR, HKG, HUN, JPN, KOR, NLD, PAK, POL, PRT, ROM, SVK, SWE, THA, TUR"
Tioconazole,"ARE, ARG, AUT, BGD, BRA, BWA, CAN, CHE, CHL, CIV, COD, COL, DEU, DOM, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, IDN, IND, IRL, ITA, JOR, JPN, KOR, LBN, LVA, MAR, MEX, MYS, NZL, PAK, PER, PHL, POL, PRI, PRT, RUS, SGP, THA, TUN, TUR, UGA, UKR, URY, USA, VEN, ZAF"
Sodium fluorophosphate,"ARE, ARG, AUS, AUT, BEL, BRA, CHE, CHL, COL, CZE, DEU, ECU, EGY, ESP, FIN, FRA, HKG, IDN, IND, ISR, ITA, JOR, LBN, LTU, LUX, LVA, MAR, MEX, NLD, PAK, PER, PHL, PRI, PRT, SAU, SGP, SVK, SVN, TUN, TWN, URY, USA, VEN"
Metformin chlorophenoxyacetate,FRA
Galium verum extract,DEU
Papaver rhoeas flower,
Potassium sulfide,"DEU, JPN"
Cefpodoxime proxetil,"ARE, AUT, BFA, BGD, BGR, BRA, BWA, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DOM, EGY, ESP, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ITA, JOR, JPN, KEN, KGZ, KOR, KWT, LBN, MAR, MEX, NLD, PAK, PER, PHL, POL, PRI, ROM, RUS, SAU, SRB, SVK, SWE, THA, TUN, TUR, TWN, UGA, UKR, USA, VNM, ZAF, ZMB, ZWE"
Enoximone,"BEL, CZE, DEU, FRA, GBR, IRL, ITA, NLD, POL"
Laggera pterodonta herb,CHN
Benzalkonium chloride,"ARE, ARG, ARM, AUS, AUT, BEL, BFA, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CUB, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, ZAF, ZMB"
Ciprofloxacin hydrochloride monohydrate,"ARG, ARM, DOM, EGY, ETH, FIN, GRC, HKG, ISL, ISR, ITA, KGZ, KOR, KWT, MYS, NOR, PER, SGP, SWE, THA, TUR"
Agrimonia eupatoria,"AUS, BGR, CZE, DEU, ESP, ITA, LVA, POL, SVK, ZAF"
Melaleuca quinquenervia essential oil,FRA
Methoprene,FRA
Daphne spp.,
Clonixin,"ARG, PRT"
Stellaria spp.,CAN
Vaccinium myrtillus oil,"CHE, LTU, PRI, USA"
Schisandra sphenanthera fruit,CHN
Amfepramone hydrochloride,"ARG, AUS, AUT, BEL, BRA, BWA, CAN, CHE, CHL, DEU, DNK, DOM, ESP, FIN, FRA, GBR, GRC, IDN, ISR, ITA, KOR, LUX, MEX, NLD, NZL, PER, PRI, ROM, SWE, THA, TUN, USA, VEN, ZAF, ZWE"
Kebuzone,"AUT, CZE, DEU, ESP, EST, HUN, JPN, LTU, LVA, POL, ROM, SVK, TWN"
Tramazoline hydrochloride,"ARE, ARG, AUS, BEL, BGR, BLR, CHE, CZE, DEU, ESP, GBR, GRC, HUN, IRL, ITA, JPN, KWT, LTU, LUX, NLD, PRT, ROM, RUS, SAU, SVK, TWN, UKR, URY"
Saccharide isomerate,ARE
Levamisole hydrochloride,"AUS, AUT, BEL, BGD, BGR, BLR, BRA, CAN, CHE, CHL, CHN, COD, COL, CZE, DEU, DOM, EGY, EST, ETH, FRA, HKG, HUN, IDN, IND, IRL, ISR, ITA, KEN, KGZ, KOR, LBN, LTU, LUX, LVA, MEX, MYS, NLD, PAK, PER, POL, PRI, PRT, ROM, RUS, SAU, SVK, SVN, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, ZAF, ZMB"
(decamet.dithio)bis(met.pyridin.) ditosilate,DEU
Lolium perenne pollen,"AUS, SWE"
Sonchus oleraceus root,
Fluorocarbon blood substitutes,
Tipiracil hydrochloride,"ARE, ARG, AUT, BEL, BGR, BRA, CAN, CHE, CZE, DEU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IRL, ITA, JOR, JPN, LBN, LTU, LVA, NLD, NOR, POL, PRT, SAU, SGP, SVK, SVN, SWE, TWN, UKR, USA"
Bupleurum falcatum extract,"CHN, JPN, KOR, LVA"
Deslorelin acetate,
Cyamopsis tetragonoloba extract,
Sermorelin,"FIN, PRT, SWE, USA"
Lazabemide,USA
Ferritin,"ARE, ARG, COL, ESP, IDN, ITA, KOR, THA"
Rabies vaccine inact (chick embryo),"AUT, BEL, BGD, CAN, CHE, CHN, CZE, DEU, EGY, ESP, FRA, GBR, HRV, HUN, IDN, IND, ITA, JPN, LUX, NLD, NZL, PAK, PHL, POL, PRI, PRT, RUS, SVK, SWE, THA, TUN, TWN, UGA, UKR, USA"
Activated T-lymphocytes,KOR
Didanosine,"ARE, ARG, AUS, AUT, BEL, BFA, BGR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COL, CZE, DEU, DOM, ECU, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ISR, ITA, JPN, KOR, LTU, LUX, LVA, MEX, MYS, NLD, NOR, NZL, PER, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, URY, USA, ZAF, ZMB, ZWE"
Tipepidine citrate,"JPN, KOR, TWN"
Siam benzoin,"FRA, LBN, ROM, RUS, TUN, USA"
Helianthus tuberosus extract,"LTU, LVA"
Ellagic acid,"MYS, SAU, USA, ZAF"
Mazapertine,
Glechoma hederacea whole plant,
Deanol benzilate,"DEU, ESP"
Cow bezoar,"CHN, HKG, KOR, SGP, TWN"
Saussurea spp.,
Gloydius halys,JPN
Mestranol,"ARE, AUS, BGR, BRA, BWA, CAN, CHE, CHL, CZE, DEU, DNK, FIN, GBR, HKG, IDN, IRL, ISR, ITA, JPN, LTU, LUX, LVA, MEX, NLD, NOR, NZL, POL, PRI, SWE, THA, TWN, URY, USA, ZAF"
Docusate calcium,"CAN, IND, PRI, USA"
Dilazep dihydrochloride,"DEU, ITA, JPN, KOR"
Eprazinone hydrochloride,"ARG, BEL, BGR, CHN, DEU, FRA, HKG, ITA, JPN, KOR, LTU, LUX, LVA, SVN, TWN, VNM, YUG"
Artemisia tilesii leaf,
Benorilate,"ARG, BEL, CHE, CHN, COL, ESP, FIN, FRA, GBR, IDN, IRL, LUX, MAR, NLD"
Pracinostat,
Anthriscus cerefolium fresh herb,
Parnaparin sodium,"ARG, BGR, CHN, CZE, GRC, HUN, IND, ITA, JPN, KOR, LBN, MEX, PHL, POL, PRT, RUS, TUN, TUR, VEN"
Lilium lancifolium,"BGR, BLR, CHL, CHN, CZE, DEU, HUN, LTU, LUX, LVA, RUS, SVK, THA, UKR"
Pirglutargine,ITA
Geranium robertianum extract,"DEU, HRV, JPN"
Pinus nigra oil,"ARE, AUS, AUT, BEL, BGR, CAN, CIV, COL, CZE, DEU, EGY, ESP, EST, FRA, GBR, GRC, HRV, IDN, IND, IRL, JPN, KWT, LUX, LVA, MEX, MYS, NLD, PAK, POL, RUS, SGP, SWE, THA, TUR, UKR, USA, ZAF, ZWE"
Polyglycolic acid,"EGY, USA"
Bidens bipinnata herb,
Garcinia quaesita,"AUS, IRN, MYS, NZL"
OXB 301,USA
Tetraarsenic tetrasulfide,
Carbinoxamine,"CHE, DEU, EGY, ESP, FRA, KOR, PAK, PRI, TWN, URY, USA"
Aluminium sulfate hydrate,DEU
Methylthioninium,"ESP, NOR, USA"
Budigalimab,
Aprotinin,"ARE, ARG, AUS, AUT, BEL, BGR, BLR, BRA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, ITA, JPN, KGZ, KOR, LTU, LUX, LVA, MEX, MYS, NLD, NOR, NZL, PAK, PER, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, ZAF"
Cocarboxylase,"BEL, BGR, BRA, DEU, ECU, EGY, ESP, EST, FRA, GBR, ISR, ITA, JPN, KOR, MEX, PHL, PRT, RUS, TWN, USA, ZAF"
Mosla cavaleriei herb,CHN
Hypoxis hemerocallidea,ZAF
Hyoscyamus niger liquid extract,"DEU, FRA"
Pertussis vaccine acellular 2-component,"ARG, AUS, AUT, BEL, BFA, BGR, BRA, BWA, CHE, CIV, COD, COL, CZE, DEU, ECU, ESP, EST, FIN, FRA, GRC, HKG, HRV, HUN, IDN, IND, IRL, ITA, JOR, JPN, KOR, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NOR, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SRB, SVK, SWE, THA, TUN, TUR, TWN, UGA, UKR, USA, VEN, ZAF, ZWE"
Agomelatine urea,"DEU, ESP, PRT"
Basimglurant,
Irbesartan hydrochloride,"CZE, DEU, ESP, FRA, GBR, HUN, IRL, ITA, JPN, NOR, POL, PRT, ROM, RUS, SVK, SWE"
Omeprazole magnesium,"ARE, ARG, AUS, AUT, BEL, BGD, BRA, BWA, CAN, CHE, CHL, CHN, COL, DEU, DNK, DOM, ECU, EGY, EST, FIN, FRA, GBR, GRC, HKG, IND, IRL, ITA, JOR, KWT, LTU, LUX, LVA, MEX, MYS, NLD, NOR, PAK, PER, PRI, RUS, SAU, SGP, SWE, THA, TWN, URY, USA, VEN, ZAF, ZMB"
Oxytocin citrate,"AUT, DEU, ECU, GBR, NOR, PRI, USA"
Coptis chinensis,"AUS, JPN, NOR"
Tazobactam,"BGD, CHN, CIV, COD, DEU, DOM, IND, IRN, KOR, NOR, THA, URY, VEN"
Caspofungin acetate,"ARE, ARG, AUS, AUT, BEL, BGR, BRA, BWA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LVA, MEX, MYS, NLD, NOR, NZL, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, URY, USA, VEN, ZAF"
Tropisetron hydrochloride,"ARE, ARG, AUS, AUT, BEL, BGR, BLR, BRA, CHE, CHL, CHN, COL, CZE, DEU, DOM, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, LBN, LTU, LUX, LVA, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRT, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUR, TWN, UKR, URY, VEN, ZAF"
Asparagus officinalis extract,"DEU, POL"
Coptis teeta root,
Veratrum album extract,"DEU, LVA"
Gallic acid,POL
Elaeagnus pungens,CHN
Millettia speciosa,SGP
Rosmarinus officinalis herb extract,
Staphylococcus aureus,"ARE, ARG, BGR, BRA, CHE, CHN, COL, CZE, DEU, DOM, ECU, EGY, ESP, IDN, IND, ITA, JOR, KOR, LBN, LTU, LVA, MEX, PER, POL, PRT, ROM, RUS, SVK, SVN, UKR, URY, YUG"
Tylophora indica,
Althaea officinalis root,"AUS, AUT, BEL, BGR, BLR, CAN, CHE, CZE, DEU, ESP, EST, GBR, HRV, HUN, IRL, ITA, KGZ, LTU, LUX, LVA, MYS, NLD, NOR, NZL, POL, PRT, RUS, SGP, SRB, SVN, SWE, UKR, USA"
Dexketoprofen,"CHN, DEU, DOM, EGY, ETH, ROM"
Senna italica flower,
Citrus reticulata essential oil,"AUS, CHN, USA"
HPV vaccine,
Chlorophenothiazinylscopine,COL
TAS 121,
Vitex negundo var. cannabifolia leaf,
"Fibrin, bovine",BRA
Retaspimycin,
Lophatherum gracile leaf with twig,
Ethyl phthalate,"JPN, SGP"
Canagliflozin hemihydrate,"ARG, AUT, BEL, BGR, CHE, CHL, COL, CZE, DEU, DOM, EGY, ESP, FIN, FRA, GBR, GRC, IND, IRL, ITA, JPN, KOR, LBN, LUX, MEX, NLD, NZL, PRI, PRT, SVK, SWE, USA"
Epalrestat,"BGD, CHN, IND, JPN, KOR"
Memantine hydrochloride,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BRA, CAN, CHE, CHL, CHN, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ISL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUR, TWN, UKR, URY, USA, VEN, ZAF, ZWE"
Coleus forskohlii,"AUS, CAN, DEU, IRN, ITA, MYS, NZL, SGP, ZAF"
Cloranolol,
Saccharomyces cerevisiae extract,"BEL, BRA, DEU, KOR, LVA, NZL, PRT, SAU, THA"
Tabebuia spp.,"CAN, DEU, MYS, VEN, ZAF"
Ruscus aculeatus rhizome,"ARE, AUT, DEU, ITA, USA"
Technetium (99mTc) nanocolloid,
Ballota nigra dry extract,CHE
Pediococcus acidilactici,"CHE, COL, USA"
Magnesium phosphate dibasic trihydrate,"AUS, FRA, RUS"
Gentianella alborosea,PER
Fraxinus excelsior leaf,"FRA, LVA, RUS"
Artemisia indica herb,
PBF 509,
Vaccinium myrtillus powder,"DEU, EST, KOR, TWN"
Uprifosbuvir,
Evodia rutaecarpa unripe fruit,CHN
Pantoprazole,"BFA, BWA, CHN, CIV, COD, COL, DEU, EGY, ETH, IDN, IND, IRL, MEX, MMR, MYS, NZL, PAK, PER, PHL, POL, THA, TUR, UGA, UKR, VNM, YUG, ZMB"
Veronica officinalis,"COL, DEU, EST, SWE"
MK 1308,
Zuclopenthixol acetate,"ARE, ARG, AUS, AUT, BEL, BGR, BWA, CAN, CHE, CHL, CHN, DEU, DNK, EGY, ESP, EST, FRA, GBR, GRC, HKG, HUN, ISR, ITA, JOR, KWT, LUX, LVA, MEX, MYS, NLD, NOR, PAK, PER, PHL, PRT, ROM, RUS, SAU, SGP, SVN, SWE, THA, TWN, UGA, UKR, URY, ZAF"
Staphylococcus epidermidis,MEX
Nidufexor,
Carpronium chloride,"COL, JPN"
Haemophilus influenzae b bacteria,"BGR, DOM, ECU, ITA, LBN, PER, POL, RUS, URY"
Polyestriol phosphate,DNK
Aluminum magnesium hydrate,"JPN, KOR, TWN"
Imgatuzumab,
Etifoxine hydrochloride,"ARG, BFA, CHL, COD, COL, FRA, KOR, LBN, LUX, LVA, MAR, PAK, PER, ROM, RUS, THA, TUN, ZAF"
Homatropine terephthalate,USA
Gusperimus hydrochloride,JPN
Propiomazine,
Iopydol,"BEL, CZE, JPN, LTU, LVA, NZL, POL"
BIW 8962,
Influenza vaccine inact split 4v,"ARE, AUS, AUT, BEL, BGR, BRA, CAN, CHE, COL, CZE, DEU, ECU, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, IRL, ITA, KOR, LTU, LUX, LVA, MEX, MYS, NOR, NZL, PER, PHL, POL, PRI, PRT, ROM, RUS, SGP, SWE, THA, TUR, TWN, UKR, URY, USA, VEN"
Isamoltan,
Polio vaccine inact 3v,"BWA, ETH, IND, KOR, RUS, UGA, ZWE"
NY-ESO-1,
Dipsacus japonicus,AUS
Gleditsia sinensis,CHN
Ditazole,"ESP, ITA, PRT"
Chlorhexidine hydrochloride,"ARE, ARG, AUS, AUT, BEL, BFA, BGR, BLR, BRA, CAN, CHE, CHL, CHN, CZE, DEU, DNK, DOM, EGY, ESP, EST, ETH, FIN, GBR, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NZL, PAK, PHL, POL, PRT, ROM, RUS, SAU, SGP, SVK, SVN, THA, TUR, TWN, UGA, UKR, ZAF"
Lactobacillus lactis,"ARE, BRA, DEU, ECU, EST, GBR, IDN, IND, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LVA, MAR, PAK, PHL, POL, ROM, SGP, TWN, USA, ZAF"
Mercaptobenzothiazole,BGR
Fe 999301,
Calcium pyrophosphate,"ARG, KOR, URY"
Phencynonate hydrochloride,CHN
Gluco-oligosaccharides,"HRV, ITA"
Vitis vinifera juice,"DEU, USA"
Insulin peglispro,
Amitifadine hydrochloride,
Indisulam,
Polygonatum spp. rhizome,"CHN, USA"
Platyphylline,MDA
Diisopromine,
Ruscus aculeatus dry extract,ARG
2-Hydroxyethyl methacrylate,"CZE, DEU, GBR, JOR, KWT"
Cetrimide,"ARE, ARG, AUS, AUT, BEL, BGD, BWA, CAN, CIV, COD, ECU, EGY, ESP, EST, FRA, GBR, GRC, HKG, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, MAR, MYS, NLD, NZL, PAK, PER, PRT, ROM, SAU, SGP, SVN, THA, TUR, TWN, UGA, ZAF, ZMB"
Evodia rutaecarpa,"AUS, USA"
Piper methysticum extract,"AUS, AUT, BRA, CHE, COL, CZE, DEU, EGY, KOR, LBN, LVA, MEX, NZL, PER, POL, RUS, VEN, ZAF"
Prunus padus fruit,RUS
Hexcarbacholine bromide,
"Dimethyl-3,3-diphenyl-1-methylallylamine hcl","DNK, NOR, SWE"
TAK 733,
Lactuca virosa,"CAN, GBR, GRC, NZL, ZWE"
Palovarotene,
Thiopental sodium,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, CAN, CHE, CHL, CHN, CIV, COL, CZE, DEU, DNK, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, YUG, ZAF, ZMB, ZWE"
Oxedrine,"AUS, DEU, HKG, TUN, USA"
Moxaverine,"DEU, EGY, NLD, SWE"
Ciprofloxacin hydrogen sulfate,"AUT, CIV, CZE, DEU, FRA, GRC, HRV, HUN, NLD, POL, SVK, SWE, TUR"
Lucatumumab,
Ruscus aculeatus dry ethanol extract,CHE
Picrasma quassioides leaf,
Pentaclethra macroloba seed oil,
Populus balsamifera,"SVK, ZAF"
Bentamapimod,
Aquilaria malaccensis resin,
Pemetrexed disodium,"ARG, AUS, AUT, BEL, BGD, BGR, BRA, BWA, CAN, CHE, CHL, CHN, COL, CZE, DEU, ECU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IDN, IND, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LVA, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, RUS, SGP, SVK, SWE, THA, TUN, TUR, TWN, URY, USA, ZAF"
Sequoiadendron giganteum,
Teucrium polium herb,
Amonafide,
Hibiscus sabdariffa,"AUS, BRA, COD, DEU, EST, IRN, ITA, LTU, MEX, MYS, TUR, UKR, ZAF"
Lysionotus pauciflorus herb,CHN
Galeopsis segetum,USA
Talotrexin,
Porfiromycin,
Okoubaka aubrevillei,"BGR, CHE, DEU, NLD, UKR"
Cucumis melo seed,CHN
Rislenemdaz,
Penbutolol sulfate,"AUS, DEU, ESP, FRA, GBR, JPN, KOR, PRI, URY, USA"
Elettaria cardamomum fruit,"AUS, AUT, CHE, IRN, ITA, NZL, RUS, USA"
Dihydrostreptomycin pantothenate,ITA
Tolazoline hydrochloride,"ARE, BEL, CHN, CZE, DNK, FRA, GBR, HUN, JPN, KOR, LTU, LVA, NOR, NZL, POL, PRI, SVK, TUR, TWN, USA, YUG"
Diphenhydramine p-sulfonamide benzoate,JPN
Calcium methenamine thiocyanate,SWE
BAY 1143572,
Crataegus spp. tincture,"BGR, BLR, CHL, DEU, EST, FRA, LTU, LVA, MEX, POL, RUS, UKR, VEN"
Eucommia ulmoides fruit,
Indigofera tinctoria,"IND, MYS"
Rufloxacin hydrochloride,"CHN, COL, ITA, KOR, LBN, MEX, PAK, PHL, THA"
Borago officinalis,"ARG, AUS, BLR, BRA, CHL, DEU, ESP, FRA, HRV, IRN, ITA, LTU, LVA, PAK, SWE, ZAF"
Clobazam,"ARE, ARG, AUS, AUT, BEL, BGD, BRA, BWA, CAN, CHE, CHL, CIV, COL, CZE, DEU, DOM, ECU, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IDN, IND, IRL, ISR, ITA, JPN, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, ROM, SAU, SGP, SVK, SVN, THA, TUN, TWN, URY, USA, VEN, YUG, ZAF"
Salix x fragilis,
AZD 3161,
Piper betle leaf,USA
Rebastinib tosilate,
Dantron,"ARG, AUS, BEL, BRA, CAN, CHL, CHN, COL, DNK, DOM, ESP, FIN, FRA, GBR, IDN, IRL, JPN, LUX, MEX, NLD, NOR, NZL, PRI, PRT, SWE, THA, TWN, USA, ZAF"
Solanum lycopersicum fruit,"CAN, COD, FRA, ISL, MYS, NZL, USA"
Betula pendula leaf extract,"DEU, LTU, NOR, ZAF"
Sarracenia purpurea root,
Betamethasone,"ARE, ARG, AUS, AUT, BEL, BFA, BGD, BGR, BLR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COD, COL, CZE, DEU, DOM, ECU, EGY, ESP, EST, ETH, FIN, FRA, GBR, GRC, GTM, HKG, HRV, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, PRI, PRT, ROM, RUS, SAU, SGP, SWE, THA, TUN, TUR, TWN, UGA, UKR, URY, USA, VEN, YUG, ZAF, ZMB"
Laquinimod sodium,
Cotinus coggygria,BGR
Angelica spp. root,"CHN, DEU, KOR, USA"
Vandetanib,"ARG, AUS, AUT, BEL, BGR, BRA, CAN, CHE, CZE, DEU, EGY, ESP, EST, FIN, FRA, GBR, GRC, HKG, HUN, IRL, ITA, JPN, KOR, LTU, LVA, MEX, NLD, NOR, NZL, PER, POL, PRI, PRT, ROM, RUS, SVK, SWE, USA"
Sodium tartrate,"AUS, CAN, COL, DEU, GBR, GRC, NLD"
Cytidine,"BEL, CHN, DEU, ESP, EST, FRA, HKG, HUN, IDN, ITA, KOR, LTU, LUX, LVA, MAR, PAK, PER, POL, PRK, RUS, UKR"
Bismuth aluminate,"CHN, CZE, DEU, FIN, GBR, LTU"
Sulfadoxine,"ARE, AUS, BEL, BFA, BGD, BRA, BWA, CAN, CHE, CHN, CIV, CMR, COD, COL, CYP, DEU, ECU, EGY, EST, FRA, GHA, GIN, GMB, GRC, IDN, IND, IRL, ISR, JPN, KEN, LTU, MLI, MYS, NER, NGA, NLD, PAK, PER, PHL, POL, PRI, RUS, SAU, SGP, SLE, SWE, TCD, TGO, THA, TUN, TZA, UGA, UKR, USA, ZAF, ZMB, ZWE"
Dehydroemetine,"FRA, IDN"
Epoprostenol,"GBR, JPN"
Clopirac,
Orthosiphon aristatus herb,
Lisinopril dihydrate,"ARE, ARG, ARM, AUS, AUT, BEL, BGR, BLR, BRA, BWA, CAN, CHE, CHN, COL, CZE, DEU, DNK, DOM, ESP, EST, ETH, FIN, FRA, GBR, GRC, HKG, HRV, HUN, IND, IRL, ITA, JOR, KGZ, KOR, LBN, LTU, LVA, MEX, MYS, NLD, NOR, NZL, POL, PRI, PRT, ROM, RUS, SAU, SGP, SRB, SVK, SVN, SWE, THA, TUR, TWN, UGA, UKR, USA, VEN, ZAF, ZMB"
Demoxytocin,"BLR, EST, FIN, IDN, ITA, KGZ, LTU, LVA, POL, RUS, UKR"
Plasma,"CZE, DEU, JPN"
Sodium iodide (125 i),USA
"Allergens, mould & yeast spore","DNK, JPN, SWE"
"Allergens, feather","JPN, ROM"
Ceratonia siliqua,"CHE, COD, EGY, FRA, LUX, NLD, NOR, TUR"
Polygonatum sibiricum root,CHN
Santalum album oil,"AUS, IND, NZL"
Cetylpyridinium,"BRA, COL, HKG, KOR, RUS, ZWE"
Estrogens conjugated,"ARE, ARG, AUS, AUT, BEL, BGD, BGR, BRA, BWA, CAN, CHE, CHL, CHN, CIV, COL, CZE, DEU, DOM, ECU, EGY, ESP, EST, FIN, FRA, GBR, GDR, GRC, HKG, HUN, IDN, IND, IRL, ISR, ITA, JOR, JPN, KGZ, KOR, KWT, LBN, LTU, LUX, LVA, MAR, MEX, MYS, NLD, NOR, NZL, PAK, PER, PHL, POL, PRI, PRT, RUS, SAU, SGP, SVK, SVN, SWE, THA, TUN, TUR, TWN, UKR, URY, USA, VEN, ZAF, ZMB, ZWE"
Pregnenolone,"JPN, KOR, NOR, THA, USA"
Ambucetamide,"GBR, NLD"
